IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,EPITETO INFRAESPECIFICO,RANGO DE TAXON,NOMBRE CIENTIFICO 1,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA
gbif.org/species/5643517,gbif.org/species/5643517,Brunellia racemifera,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Brunelliaceae | Brunellia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,racemifera,NA,Especie,Tul.,Chiraco,ICN,Aceptado,Nombre original validado: Brunellia racemifera | Nuevo taxón incluido,es,EN
gbif.org/species/5643491,gbif.org/species/5643491,Brunellia rufa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Brunelliaceae | Brunellia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,rufa,NA,Especie,Killip & Cuatrec.,NA,ICN,Aceptado,Nombre original validado: Brunellia rufa | Nuevo taxón incluido,es,CR
gbif.org/species/5643501,gbif.org/species/5643501,Brunellia stuebelii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Brunelliaceae | Brunellia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,stuebelii,NA,Especie,Hieron.,NA,ICN,Aceptado,Nombre original validado: Brunellia stuebelii | Nuevo taxón incluido,es,EN
gbif.org/species/5643512,gbif.org/species/5643512,Brunellia velutina,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Brunelliaceae | Brunellia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,velutina,NA,Especie,Cuatrec.,NA,ICN,Aceptado,Nombre original validado: Brunellia velutina | Nuevo taxón incluido,es,VU
gbif.org/species/3686411,gbif.org/species/3686411,Rourea antioquensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Connaraceae | Rourea,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Connaraceae,Rourea,antioquensis,NA,Especie,Cuatrec.,NA,ICN,Aceptado,Nombre original validado: Rourea antioquensis | Nuevo taxón incluido,es,EN
gbif.org/species/3613246,gbif.org/species/3613246,Weinmannia parvifoliolata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Cunoniaceae | Weinmannia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,parvifoliolata,NA,Especie,Cuatrec.,NA,ICN,Aceptado,Nombre original validado: Weinmannia parvifoliolata | Nuevo taxón incluido,es,EN
gbif.org/species/7333886,gbif.org/species/7333886,Weinmannia tolimensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Cunoniaceae | Weinmannia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,tolimensis,NA,Especie,Cuatrec.,Encenillo,ICN,Aceptado,Nombre original validado: Weinmannia tolimensis | Nuevo taxón incluido,es,VU
gbif.org/species/5651286,gbif.org/species/5651286,Sloanea esmeraldana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Elaeocarpaceae | Sloanea,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Sloanea,esmeraldana,NA,Especie,Pal.-Duque,NA,ICN,Aceptado,Nombre original validado: Sloanea esmeraldana | Nuevo taxón incluido,es,VU
gbif.org/species/5651236,gbif.org/species/5651236,Sloanea garcia-cossioi,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Elaeocarpaceae | Sloanea,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Sloanea,garcia-cossioi,NA,Especie,Pal.-Duque,NA,ICN,Aceptado,Nombre original validado: Sloanea garcia-cossioi,es,CR
gbif.org/species/7722132,gbif.org/species/7722132,Sloanea helianthoides,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Elaeocarpaceae | Sloanea,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Sloanea,helianthoides,NA,Especie,Fern.Alonso & Pal.-Duque,NA,ICN,Aceptado,Nombre original validado: Sloanea helianthoides | Nuevo taxón incluido,es,CR
gbif.org/species/8293797,gbif.org/species/8293797,Sloanea huilaeana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Elaeocarpaceae | Sloanea,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Sloanea,huilaeana,NA,Especie,Pal.-Duque & Fern.Alonso,NA,ICN,Aceptado,Nombre original validado: Sloanea huilaeana | Nuevo taxón incluido,es,CR
gbif.org/species/5651098,gbif.org/species/5651098,Sloanea loquitoi,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Elaeocarpaceae | Sloanea,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Sloanea,loquitoi,NA,Especie,Pal.-Duque,NA,ICN,Aceptado,Nombre original validado: Sloanea loquitoi | Nuevo taxón incluido,es,CR
gbif.org/species/5651290,gbif.org/species/5651290,Sloanea pseudogranulosa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Oxalidales | Elaeocarpaceae | Sloanea,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Sloanea,pseudogranulosa,NA,Especie,Pal.-Duque,NA,ICN,Aceptado,Nombre original validado: Sloanea pseudogranulosa | Nuevo taxón incluido,es,CR
gbif.org/species/5572022,gbif.org/species/5572022,Ficus eliadis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Rosales | Moraceae | Ficus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,eliadis,NA,Especie,Standl.,Copé | Matapalo,ICN,Aceptado,Nombre original validado: Ficus eliadis | Nuevo taxón incluido,es,EN
gbif.org/species/5570830,gbif.org/species/5570830,Ficus guatiquiae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Rosales | Moraceae | Ficus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,guatiquiae,NA,Especie,Dugand,NA,ICN,Aceptado,Nombre original validado: Ficus guatiquiae | Nuevo taxón incluido,es,EN
gbif.org/species/5569602,gbif.org/species/5569602,Ficus tequendamae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Rosales | Moraceae | Ficus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,tequendamae,NA,Especie,Dugand,Tapás,ICN,Aceptado,Nombre original validado: Ficus tequendamae | Nuevo taxón incluido,es,EN
gbif.org/species/3875136,gbif.org/species/3875136,Karwinskia colombiana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Rosales | Rhamnaceae | Karwinskia,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Karwinskia,colombiana,NA,Especie,Dugand & M.C.Johnst.,NA,ICN,Aceptado,Nombre original validado: Karwinskia colombiana | Nuevo taxón incluido,es,EN
gbif.org/species/4160189,gbif.org/species/4160189,Ampelocera albertiae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Rosales | Ulmaceae | Ampelocera,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ampelocera,albertiae,NA,Especie,Todzia,Costillo,ICN,Aceptado,Nombre original validado: Ampelocera albertiae | Nuevo taxón incluido,es,EN
gbif.org/species/4013446,gbif.org/species/4013446,Cecropia goudotiana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Rosales | Urticaceae | Cecropia,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,goudotiana,NA,Especie,Trécul,Yarumo,ICN,Aceptado,Nombre original validado: Cecropia goudotiana | Nuevo taxón incluido,es,EN
gbif.org/species/4013499,gbif.org/species/4013499,Cecropia multisecta,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Rosales | Urticaceae | Cecropia,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,multisecta,NA,Especie,P.Franco & C.C.Berg,NA,ICN,Aceptado,Nombre original validado: Cecropia multisecta | Nuevo taxón incluido,es,EN
gbif.org/species/4013560,gbif.org/species/4013560,Coussapoa tolimensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Rosales | Urticaceae | Coussapoa,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Coussapoa,tolimensis,NA,Especie,C.C.Berg,NA,ICN,Aceptado,Nombre original validado: Coussapoa tolimensis | Nuevo taxón incluido,es,EN
gbif.org/species/5544463,gbif.org/species/5544463,Mauria cuatrecasasii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Anacardiaceae | Mauria,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mauria,cuatrecasasii,NA,Especie,F.A.Barkley,Palo Hernández,ICN,Aceptado,Nombre original validado: Mauria cuatrecasasii | Nuevo taxón incluido,es,EN
gbif.org/species/5544379,gbif.org/species/5544379,Mauria obtusifolia,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Anacardiaceae | Mauria,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mauria,obtusifolia,NA,Especie,(Engl.) F.A.Barkley,Tatacuá,ICN,Aceptado,Nombre original validado: Mauria obtusifolia | Nuevo taxón incluido,es,EN
gbif.org/species/3992472,gbif.org/species/3992472,Dacryodes colombiana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Burseraceae | Dacryodes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Dacryodes,colombiana,NA,Especie,Cuatrec.,Anime blanco,ICN,Aceptado,Nombre original validado: Dacryodes colombiana | Nuevo taxón incluido,es,EN
gbif.org/species/9038766,gbif.org/species/9038766,Dacryodes hydriflora,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Burseraceae | Dacryodes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Dacryodes,hydriflora,NA,Especie,Daly & M.C.Martínez,NA,ICN,Aceptado,Nombre original validado: Dacryodes hydriflora | Nuevo taxón incluido,es,EN
gbif.org/species/3190511,gbif.org/species/3190511,Cedrela odorata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Meliaceae | Cedrela,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela,odorata,NA,Especie,L.,Cedro,ICN,Aceptado,Nombre original validado: Cedrela odorata,es,EN
gbif.org/species/166188726,gbif.org/species/166188726,Ruagea smithii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Meliaceae | Ruagea,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Ruagea,smithii,NA,Especie,Harms,Fresno,ICN,Aceptado,Nombre original validado: Ruagea smithii | Nuevo taxón incluido,es,VU
gbif.org/species/3190484,gbif.org/species/3190484,Swietenia macrophylla,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Meliaceae | Swietenia,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Swietenia,macrophylla,NA,Especie,G.King,Caoba,ICN,Aceptado,Nombre original validado: Swietenia macrophylla,es,CR
gbif.org/species/3851612,gbif.org/species/3851612,Trichilia carinata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Meliaceae | Trichilia,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Trichilia,carinata,NA,Especie,M.E.Morales,NA,ICN,Aceptado,Nombre original validado: Trichilia carinata | Nuevo taxón incluido,es,EN
gbif.org/species/3852399,gbif.org/species/3852399,Trichilia oligofoliolata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Meliaceae | Trichilia,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Trichilia,oligofoliolata,NA,Especie,M.E.Morales,NA,ICN,Aceptado,Nombre original validado: Trichilia oligofoliolata | Nuevo taxón incluido,es,EN
gbif.org/species/3838196,gbif.org/species/3838196,Zanthoxylum gentryi,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Rutaceae | Zanthoxylum,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,gentryi,NA,Especie,Reynel,NA,ICN,Aceptado,Nombre original validado: Zanthoxylum gentryi | Nuevo taxón incluido,es,VU
gbif.org/species/3784610,gbif.org/species/3784610,Cupania semiglabra,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Sapindaceae | Cupania,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cupania,semiglabra,NA,Especie,Cuatrec.,NA,ICN,Aceptado,Nombre original validado: Cupania semiglabra,es,EN
gbif.org/species/3788377,gbif.org/species/3788377,Melicoccus antioquensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Sapindaceae | Melicoccus,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Melicoccus,antioquensis,NA,Especie,Acev.-Rodr.,Mamoncillo silvestre,ICN,Aceptado,Nombre original validado: Melicoccus antioquensis,es,CR
gbif.org/species/3784349,gbif.org/species/3784349,Paullinia globosa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Sapindaceae | Paullinia,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Paullinia,globosa,NA,Especie,Killip & Cuatrec.,NA,ICN,Aceptado,Nombre original validado: Paullinia globosa,es,VU
gbif.org/species/3787899,gbif.org/species/3787899,Talisia stricta,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Sapindales | Sapindaceae | Talisia,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Talisia,stricta,NA,Especie,Triana & Planch. ex Radlk.,Matapuerco,ICN,Aceptado,Nombre original validado: Talisia stricta,es,VU
gbif.org/species/166188125,gbif.org/species/166188125,Bulnesia arborea,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Zygophyllales | Zygophyllaceae | Bulnesia,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Bulnesia,arborea,NA,Especie,(Jacq.) Engl.,Guayacán | Guayacán de bola | Guayacán garrapo,ICN,Aceptado,Nombre original validado: Bulnesia arborea,es,EN
gbif.org/species/3986813,gbif.org/species/3986813,Guaiacum officinale,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Zygophyllales | Zygophyllaceae | Guaiacum,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Guaiacum,officinale,NA,Especie,L.,Guayacán | Guayacán de playa | Guayacán extranjero | Guayacán negro | Guayaco | Palosanto | Florazul,ICN,Aceptado,Nombre original validado: Guaiacum officinale,es,CR
gbif.org/species/3750587,gbif.org/species/3750587,Hedyosmum steinii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Rosanae | Chloranthales | Chloranthaceae | Hedyosmum,Plantae,Tracheophyta,Magnoliopsida,Chloranthales,Chloranthaceae,Hedyosmum,steinii,NA,Especie,Todzia,NA,ICN,Aceptado,Nombre original validado: Hedyosmum steinii | Nuevo taxón incluido,es,VU
gbif.org/species/5184681,gbif.org/species/5184681,Acropora cervicornis,Animalia | Cnidaria | Anthozoa | Scleractinia | Acroporidae | Acropora,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,NA,Especie,"(Lamarck, 1816)",Coral cuerno de ciervo,ICZN,Válido,Nombre original validado: Acropora cervicornis,es,CR
gbif.org/species/5184657,gbif.org/species/5184657,Acropora palmata,Animalia | Cnidaria | Anthozoa | Scleractinia | Acroporidae | Acropora,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,NA,Especie,"(Lamarck, 1816)",Coral cuernos de alce,ICZN,Válido,Nombre original validado: Acropora palmata,es,EN
gbif.org/species/4944083,gbif.org/species/4944083,Dendrogyra cylindrus,Animalia | Cnidaria | Anthozoa | Scleractinia | Meandrinidae | Dendrogyra,Animalia,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dendrogyra,cylindrus,NA,Especie,"(Ehrenberg, 1834)",Coral Pilar,ICZN,Válido,Nombre original validado: Dendrogyra cylindrus | Nuevo taxón incluido,es,EN
gbif.org/species/2260356,gbif.org/species/2260356,Mussa angulosa,Animalia | Cnidaria | Anthozoa | Scleractinia | Faviidae | Mussa,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Mussa,angulosa,NA,Especie,"(Pallas, 1766)",NA,ICZN,Válido,Nombre original validado: Mussa angulosa,es,VU
gbif.org/species/5185376,gbif.org/species/5185376,Gorgonia ventalina,Animalia | Cnidaria | Anthozoa | Alcyonacea | Gorgoniidae | Gorgonia,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae,Gorgonia,ventalina,NA,Especie,"Linnaeus, 1758",Abanico de mar,ICZN,Válido,Nombre original validado: Gorgonia ventalina | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar,es,VU
gbif.org/species/2264023,gbif.org/species/2264023,Pacifigorgia cairnsi,Animalia | Cnidaria | Anthozoa | Alcyonacea | Gorgoniidae | Pacifigorgia,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae,Pacifigorgia,cairnsi,NA,Especie,"Breedy & Guzman, 2003",Abanico de mar,ICZN,Válido,Nombre original validado: Pacifigorgia cairnsi | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar,es,VU
gbif.org/species/6473213,gbif.org/species/6473213,Pacifigorgia irene,Animalia | Cnidaria | Anthozoa | Alcyonacea | Gorgoniidae | Pacifigorgia,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae,Pacifigorgia,irene,NA,Especie,"Bayer, 1951",Abanico de mar,ICZN,Válido,Nombre original validado: Pacifigorgia irene | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar,es,VU
gbif.org/species/2260939,gbif.org/species/2260939,Muricea austera,Animalia | Cnidaria | Anthozoa | Alcyonacea | Plexauridae | Muricea,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Plexauridae,Muricea,austera,NA,Especie,"Verrill, 1869",Candelabro de mar,ICZN,Válido,Nombre original validado: Muricea austera | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar,es,VU
gbif.org/species/2260952,gbif.org/species/2260952,Muricea crassa,Animalia | Cnidaria | Anthozoa | Alcyonacea | Plexauridae | Muricea,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Plexauridae,Muricea,crassa,NA,Especie,"Verrill, 1869",Candelabro de mar,ICZN,Válido,Nombre original validado: Muricea crassa | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar,es,VU
gbif.org/species/2153931,gbif.org/species/2153931,Megaphobema robustum,Animalia | Arthropoda | Chelicerata | Arachnida | Araneae | Theraphosidae | Megaphobema,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Megaphobema,robustum,NA,Especie,"(Ausserer, 1875)",Tarántula gigante de patas rojas,ICZN,Válido,Nombre original validado: Megaphobema robustum,es,VU
gbif.org/species/2153918,gbif.org/species/2153918,Pamphobeteus ferox,Animalia | Arthropoda | Chelicerata | Arachnida | Araneae | Theraphosidae | Pamphobeteus,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Pamphobeteus,ferox,NA,Especie,"(Ausserer, 1875)",Taránula feroz,ICZN,Válido,Nombre original validado: Pamphobeteus ferox,es,EN
gbif.org/species/2153921,gbif.org/species/2153921,Pamphobeteus fortis,Animalia | Arthropoda | Chelicerata | Arachnida | Araneae | Theraphosidae | Pamphobeteus,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Pamphobeteus,fortis,NA,Especie,"(Ausserer, 1875)",Tarántula de piedemonte,ICZN,Válido,Nombre original validado: Pamphobeteus fortis,es,EN
gbif.org/species/2153397,gbif.org/species/2153397,Xenesthis immanis,Animalia | Arthropoda | Chelicerata | Arachnida | Araneae | Theraphosidae | Xenesthis,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Xenesthis,immanis,NA,Especie,"(Ausserer, 1875)",Tarántula mutualista,ICZN,Válido,Nombre original validado: Xenesthis immanis,es,EN
gbif.org/species/2181702,gbif.org/species/2181702,Surazomus sturmi,Animalia | Arthropoda | Chelicerata | Arachnida | Schizomida | Hubbardiidae | Surazomus,Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Surazomus,sturmi,NA,Especie,"(Kraus, 1957)",Escorpion de cola corta sabanero,ICZN,Válido,Nombre original validado: Surazomus sturmi,es,VU
gbif.org/species/6892632,gbif.org/species/6892632,Chactas oxfordi,Animalia | Arthropoda | Chelicerata | Arachnida | Scorpionida | Chactidae | Chactas,Animalia,Arthropoda,Arachnida,Scorpiones,Chactidae,Chactas,oxfordi,NA,Especie,"González-Sponga, 1978",Escorpión de pinzas gordas de la Sierra Nevada de Santa Marta,ICZN,Válido,Nombre original validado: Chactas oxfordi,es,VU
gbif.org/species/6893922,gbif.org/species/6893922,Tityus columbianus,Animalia | Arthropoda | Chelicerata | Arachnida | Scorpionida | Buthidae | Tytius,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,columbianus,NA,Especie,"(Thorell, 1876)",Escorpión de cola gorda de la Cordillera Oriental,ICZN,Válido,Nombre original validado: Tytius columbianus,es,VU
gbif.org/species/6893753,gbif.org/species/6893753,Tityus engelkei,Animalia | Arthropoda | Chelicerata | Arachnida | Scorpionida | Buthidae | Tytius,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,engelkei,NA,Especie,"Pocock, 1902",Escorpión de cola gorda de la Sierra Nevada de Santa Marta,ICZN,Válido,Nombre original validado: Tytius engelkey,es,VU
gbif.org/species/2227587,gbif.org/species/2227587,Carpilius corallinus,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Carpiliidae | Carpilius,Animalia,Arthropoda,Malacostraca,Decapoda,Carpiliidae,Carpilius,corallinus,NA,Especie,"(Herbst, 1783)",Cangrejo de coral | Cangrejo reina | Cangrejo moro,ICZN,Válido,Nombre original validado: Carpilius corallinus,es,VU
